,,,,,,,,,
,,,,,,,,,
108 Mile Ranch,Crime Stoppers of the South Cariboo Society,$0.00,$0.00,$0.00,"$2,313.98",$0.00,$0.00,$0.00,"$2,313.98"
108 Mile Ranch,Mile 108 Elementary PAC,"$4,280.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$4,280.00"
108 Mile Ranch Total,,"$24,280.00",$0.00,$0.00,"$2,313.98",$0.00,$0.00,$0.00,"$26,593.98"
150 Mile House,150 Mile House Elementary School PAC,"$4,800.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$4,800.00"
150 Mile House,Cariboo Chilcotin Youth Fiddle Society,"$3,300.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$3,300.00"
150 Mile House,Miocene Community Club,$0.00,$0.00,$522.80,$0.00,$0.00,$0.00,$0.00,$522.80
150 Mile House Total,,"$8,100.00",$0.00,$522.80,$0.00,$0.00,$0.00,$0.00,"$8,622.80"
70 Mile House,70 Mile Community Club,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$495.00,$495.00
70 Mile House,70 Mile House Volunteer Firefighters Association,"$10,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,"$3,871.00","$13,871.00"
70 Mile House,Watch Lake-North Green Lake Volunteer Fire Department,"$57,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$57,000.00"
70 Mile House Total,,"$67,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,"$4,366.00","$71,366.00"
Abbotsford,"861 Silverfox Sponsoring Committee, ACL of C",$0.00,$0.00,$0.00,$225.48,$0.00,$0.00,$0.00,$225.48
Abbotsford,Abbotsford Agrifair,"$80,000.00",$0.00,$0.00,-$30.00,$0.00,$0.00,$0.00,"$79,970.00"
Abbotsford,Abbotsford Alano Club Society,"$81,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$81,000.00"
Abbotsford,Abbotsford Arts Council,"$31,000.00",$0.00,$0.00,$159.99,$0.00,$0.00,$0.00,"$31,159.99"
Abbotsford,Abbotsford Association for Healthy Aging,"$24,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$24,000.00"
Abbotsford,Abbotsford BMX Society,"$28,500.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$28,500.00"
Abbotsford,Abbotsford Children's Theatre Society,$0.00,$0.00,$0.00,"$1,420.24",$0.00,$0.00,$0.00,"$1,420.24"
Abbotsford,Abbotsford Community Services,"$203,000.00",$0.00,$0.00,"$1,152.99",$0.00,$0.00,$0.00,"$204,152.99"
Abbotsford,Abbotsford Curling Club,"$29,560.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$29,560.00"
Abbotsford,Abbotsford District 4-H Council,"$10,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$10,000.00"
Abbotsford,Abbotsford Female Hockey Association,"$22,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$22,000.00"
Abbotsford,Abbotsford Heat Foundation,$0.00,$0.00,$0.00,"$68,663.54",$0.00,$0.00,$0.00,"$68,663.54"
Abbotsford,Abbotsford Hospice Society,"$140,000.00",$0.00,$0.00,"$2,255.00",$0.00,$0.00,$0.00,"$142,255.00"
Abbotsford,Abbotsford International Airshow Society,"$50,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$50,000.00"
Abbotsford,Abbotsford Judo Club,"$36,480.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$36,480.00"
Abbotsford,Abbotsford Learning Plus Society,"$3,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$3,000.00"
Abbotsford,Abbotsford Middle School PAC,"$10,880.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$10,880.00"
Abbotsford,Abbotsford Minor Fastball Association,"$21,500.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$21,500.00"
Abbotsford,Abbotsford Minor Hockey Association,"$100,000.00",$0.00,$0.00,"$1,362.50",$0.00,$0.00,$0.00,"$101,362.50"
Abbotsford,Abbotsford Peer Support for Seniors,"$31,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$31,000.00"
Abbotsford,Abbotsford Restorative Justice and Advocacy Association,"$70,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$70,000.00"
Abbotsford,Abbotsford Rugby Football Club Society,"$11,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$11,000.00"
Abbotsford,Abbotsford School of Integrated Arts PAC,"$6,920.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$6,920.00"
Abbotsford,Abbotsford Senior Secondary School PAC,"$18,600.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$18,600.00"
Abbotsford,Abbotsford Skating Club,"$45,000.00",$0.00,$0.00,$57.00,$0.00,$0.00,$0.00,"$45,057.00"
Abbotsford,Abbotsford Soccer Association,"$100,000.00",$0.00,$0.00,"$18,272.26",$0.00,$0.00,$0.00,"$118,272.26"
Abbotsford,Abbotsford Traditional Middle School PAC,"$8,880.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$8,880.00"
Abbotsford,Abbotsford Traditional Secondary School PAC,"$10,080.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$10,080.00"
Abbotsford,Abbotsford Virtual School PAC,"$9,680.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$9,680.00"
Abbotsford,Abbotsford Youth Commission,"$86,300.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$86,300.00"
Abbotsford,Aberdeen Elementary School P.A.C.,"$3,380.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$3,380.00"
Abbotsford,Alexander Elementary School P.A.C.,"$3,220.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$3,220.00"
Abbotsford,Auguston Traditional Elementary School PAC,"$6,940.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$6,940.00"
Abbotsford,Barrowtown Elementary School PAC,"$1,820.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$1,820.00"
Abbotsford,BC Old Time Fiddlers Association Branch #4,$0.00,$0.00,$0.00,$158.99,$0.00,$0.00,$0.00,$158.99
Abbotsford,BC SPCA - Abbotsford,$0.00,$0.00,$0.00,"$3,695.50",$0.00,$0.00,$0.00,"$3,695.50"
Abbotsford,Big Brothers Big Sisters of the Fraser Valley,"$225,000.00",$0.00,$0.00,"$4,719.98",$0.00,$0.00,$81.99,"$229,801.97"
Abbotsford,Blue Jay Elementary PAC,"$7,960.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$7,960.00"
Abbotsford,Bradner Elementary PAC,"$3,020.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$3,020.00"
Abbotsford,British Columbia and Yukon Rope Skipping Association,"$3,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$3,000.00"
Abbotsford,British Columbia Speed Skating Association,"$89,500.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$89,500.00"
Abbotsford,Buffalo Celtic Music Society,"$10,000.00",$0.00,$0.00,"$2,265.36",$0.00,$0.00,$0.00,"$12,265.36"
Abbotsford,Centennial Park Elementary School PAC,"$4,960.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$4,960.00"
Abbotsford,Central Fraser Valley Search and Rescue Society,"$20,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$20,000.00"
Abbotsford,Central Valley Academy of Music Society,"$8,260.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$8,260.00"
Abbotsford,Chief Dan George Middle School P.A.C.,"$11,100.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$11,100.00"
Abbotsford,Circle F Horse Rescue Society,"$5,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$5,000.00"
Abbotsford,Clayburn Middle School P.A.C.,"$12,280.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$12,280.00"
Abbotsford,Clearbrook Elementary PAC,"$9,100.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$9,100.00"
Abbotsford,Colleen and Gordie Howe Middle School PAC,"$8,720.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$8,720.00"
Abbotsford,Creative Centre Society for Mental Wellness,"$25,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$25,000.00"
Abbotsford,Dasmesh Parent Support Group,"$13,900.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$13,900.00"
Abbotsford,Dave Kandal Elementary PAC,"$5,320.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$5,320.00"
Abbotsford,District Parent Advisory Council S.D. #34 - Abbotsford,"$2,500.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$2,500.00"
Abbotsford,Dormick Park Elementary School PAC,"$4,860.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$4,860.00"
Abbotsford,Dr. Roberta Bondar Elementary School PAC,"$4,420.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$4,420.00"
Abbotsford,Dr. Thomas A. Swift Elementary School PAC,"$5,780.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$5,780.00"
Abbotsford,"Ducks Unlimited Canada, Abbotsford Chapter - CFG",$0.00,$0.00,$0.00,"$5,013.65",$0.00,$0.00,$0.00,"$5,013.65"
Abbotsford,Eugene Reimer Middle School P.A.C.,"$8,240.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$8,240.00"
Abbotsford,Fraser Valley Brain Injury Association,"$60,000.00",$0.00,$0.00,"$1,154.95",$0.00,$0.00,$0.00,"$61,154.95"
Abbotsford,Fraser Valley Child Development (1982) Society,"$160,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$160,000.00"
Abbotsford,Fraser Valley Community Charitable Gaming Association,"$25,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$25,000.00"
Abbotsford,Fraser Valley Rowing Club,"$5,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$5,000.00"
Abbotsford,Fraser Valley Watermedia Society,"$2,500.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$2,500.00"
Abbotsford,Fraternal Order of Eagles #2726 - Ladies Auxiliary,$0.00,$0.00,$0.00,"$9,275.42",$0.00,$0.00,$0.00,"$9,275.42"
Abbotsford,Gallery 7 Theatre and Performing Arts Society,"$22,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$22,000.00"
Abbotsford,Godson Elementary School PAC,"$6,780.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$6,780.00"
Abbotsford,Hand In Hand Child Care Society,"$85,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$85,000.00"
Abbotsford,Jackson Elementary School PAC,"$3,520.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$3,520.00"
Abbotsford,John Maclure Community School PAC,"$5,240.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$5,240.00"
Abbotsford,King Traditional Elementary School PAC,"$7,660.00",$0.00,$0.00,"$9,794.52",$0.00,$0.00,$0.00,"$17,454.52"
Abbotsford,Kinsmen Club of Abbotsford,"$8,500.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$8,500.00"
Abbotsford,Kiwanis Club of Abbotsford,"$24,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$24,000.00"
Abbotsford,Kiwanis Club of Clearbrook,"$36,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$36,000.00"
Abbotsford,L.I.F.E. Recovery Association,"$65,000.00",$0.00,$0.00,$674.98,$0.00,$0.00,$0.00,"$65,674.98"
Abbotsford,Lions Club of Abbotsford,"$20,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$20,000.00"
Abbotsford,Lions Club of Aldergrove,"$12,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$12,000.00"
Abbotsford,Margaret Stenersen Elementary School P.A.C.,"$8,340.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$8,340.00"
Abbotsford,Matsqui Abbotsford Impact Society,"$36,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$36,000.00"
Abbotsford,Matsqui Blades Speed Skating Association,"$5,475.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$5,475.00"
Abbotsford,Matsqui Elementary School PAC,"$2,900.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$2,900.00"
Abbotsford,Matsqui-Sumas-Abbotsford Museum Society,"$40,000.00",$0.00,$0.00,"$8,430.23",$0.00,$0.00,$0.00,"$48,430.23"
Abbotsford,McMillan Elementary School PAC,"$7,820.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$7,820.00"
Abbotsford,Mountain Elementary School P.A.C.,"$7,220.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$7,220.00"
Abbotsford,MSA Society for Community Living,"$41,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$41,000.00"
Abbotsford,Mt Lehman Elementary School PAC,"$2,640.00",$0.00,$0.00,"$1,690.95",$0.00,$0.00,$0.00,"$4,330.95"
Abbotsford,"Multiple Sclerosis Society of Canada, Fraser Valley Chapter","$18,130.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$18,130.00"
Abbotsford,North Poplar Fine Arts School PAC,"$8,560.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$8,560.00"
Abbotsford,Pacific Steelers Female Hockey Association,"$15,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$15,000.00"
Abbotsford,Prince Charles Elementary P.A.C.,"$5,280.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$5,280.00"
Abbotsford,Prospera Credit Union - Staff Fundraising Committee,$0.00,$0.00,$0.00,"$5,736.77",$0.00,$0.00,$0.00,"$5,736.77"
Abbotsford,Rick Hansen Secondary School PAC,"$15,400.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$15,400.00"
Abbotsford,Robert Bateman Secondary School PAC,"$18,500.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$18,500.00"
Abbotsford,Ross Elementary School PAC,"$4,640.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$4,640.00"
Abbotsford,Rotary Club of Abbotsford,"$20,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$20,000.00"
Abbotsford,Rotary Club of Abbotsford Sumas,"$11,500.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$11,500.00"
Abbotsford,Royal Canadian Legion Branch #15 - Abbotsford,$0.00,$0.00,$0.00,"$5,354.74",$0.00,$0.00,"$1,069.99","$6,424.73"
Abbotsford,Sandy Hill Elementary School PAC,"$10,340.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$10,340.00"
Abbotsford,Scouts Canada-2nd Abbotsford,"$10,100.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$10,100.00"
Abbotsford,Soroptimist International Abbotsford Mission,"$36,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$36,000.00"
Abbotsford,South Poplar Traditional School PAC,"$5,720.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$5,720.00"
Abbotsford,Special Olympics British Columbia Society - Abbotsford,"$31,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$31,000.00"
Abbotsford,St. James Elementary Parent Support Group,"$4,180.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$4,180.00"
Abbotsford,St. John Brebeuf Parent Support Group,"$7,480.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$7,480.00"
Abbotsford,Ten Broeck Elementary School PAC,"$6,600.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$6,600.00"
Abbotsford,Terry Fox Elementary PAC,"$4,860.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$4,860.00"
Abbotsford,The Abbotsford Whalers Summer Swim Club,"$32,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$32,000.00"
Abbotsford,The Center for Epilepsy and Seizure Education British Columbia,$0.00,$0.00,$0.00,$889.99,$0.00,$0.00,$0.00,$889.99
Abbotsford,Twisters Gymnastics Club,"$60,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$60,000.00"
Abbotsford,United Way Fraser Valley,"$5,000.00",$0.00,$0.00,$456.44,$0.00,$0.00,$0.00,"$5,456.44"
Abbotsford,Upper Fraser Valley Developmental Preschool Society,"$16,800.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$16,800.00"
Abbotsford,Upper Sumas Elementary PAC,"$5,080.00",$0.00,$0.00,$140.00,$0.00,$0.00,$0.00,"$5,220.00"
Abbotsford,W.A. Fraser Middle School - PAC,"$13,500.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$13,500.00"
Abbotsford,W.J. Mouat Secondary School P.A.C.,"$28,580.00",$0.00,$0.00,"$2,145.00",$0.00,$0.00,$0.00,"$30,725.00"
Abbotsford,West Abbotsford Community School Society,"$30,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$30,000.00"
Abbotsford,Wild Sheep Society of BC,$0.00,$0.00,$0.00,"$37,885.83",$0.00,$0.00,$0.00,"$37,885.83"
Abbotsford,Yale Secondary School Parents Association,"$25,080.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$25,080.00"
Abbotsford Total,,"$2,920,585.00",$0.00,$0.00,"$193,022.30",$0.00,$0.00,"$1,151.98","$3,114,759.28"
Agassiz,Agassiz Agricultural & Horticultural Association,$0.00,$0.00,"$21,229.62",$0.00,$0.00,$0.00,$0.00,"$21,229.62"
Agassiz,Agassiz Elementary  Secondary School PAC,"$6,180.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$6,180.00"
Agassiz,Agassiz-Harrison Community Services,"$28,500.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$28,500.00"
Agassiz,AHA Swim Club,"$13,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$13,000.00"
Agassiz,Kent Elementary School PAC,"$5,120.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$5,120.00"
Agassiz,Kent Raceways Society Community Fundraising Group,$0.00,$0.00,$0.00,$27.45,$0.00,$0.00,$0.00,$27.45
Agassiz,Kent-Harrison Search & Rescue Team Society,"$41,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$41,000.00"
Agassiz,Scouts Canada - 1st Agassiz,"$2,500.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$2,500.00"
Agassiz Total,,"$96,300.00",$0.00,"$21,229.62",$27.45,$0.00,$0.00,$0.00,"$117,557.07"
Aldergrove,Aldergrove Coghlan Hall Society,$0.00,$0.00,$0.00,"$2,908.88",$0.00,$0.00,$0.00,"$2,908.88"
Aldergrove,Aldergrove Community Secondary School PAC,"$11,660.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$11,660.00"
Aldergrove,Aldergrove Figure Skating Club,"$24,675.00",$0.00,$0.00,$102.50,$0.00,$0.00,$0.00,"$24,777.50"
Aldergrove,Aldergrove Minor Baseball Association,"$11,900.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$11,900.00"
Aldergrove,Aldergrove Minor Hockey Association,"$62,500.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$62,500.00"
Aldergrove,Aldergrove Soccer Society,"$23,625.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$23,625.00"
Aldergrove,Betty Gilbert School PAC,"$7,980.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$7,980.00"
Aldergrove,Catholic Women's League St Ann's,"$20,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$20,000.00"
Aldergrove,Coghlan Fundamental School PAC,"$4,700.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$4,700.00"
Aldergrove,Fibromyalgia Well Spring Foundation,$0.00,$0.00,$0.00,$454.00,$0.00,$0.00,$595.00,"$1,049.00"
Aldergrove,Langley Animal Protection Society,$0.00,$0.00,$0.00,"$14,435.20",$0.00,$0.00,$0.00,"$14,435.20"
Aldergrove,Langley Quarter Midget Association,$0.00,$0.00,$0.00,"$9,104.29",$0.00,$0.00,$0.00,"$9,104.29"
Aldergrove,Lifeline Outreach Society,"$20,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$20,000.00"
Aldergrove,North Otter Elementary School - PAC,"$4,600.00",$0.00,$0.00,"$4,301.35",$0.00,$0.00,$0.00,"$8,901.35"
Aldergrove,Parkside Centennial Elementary School PAC,"$8,900.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$8,900.00"
Aldergrove,Rotary Club of Aldergrove,"$10,500.00",$0.00,$0.00,$589.99,$0.00,$0.00,$0.00,"$11,089.99"
Aldergrove,Royal Canadian Legion #265,$0.00,$0.00,$0.00,"$1,931.12",$0.00,$0.00,$0.00,"$1,931.12"
Aldergrove,Royal Canadian Legion #265 L.A.,$0.00,$0.00,$0.00,"$6,901.16",$0.00,$0.00,$0.00,"$6,901.16"
Aldergrove,Scouts Canada - 2nd Aldergrove Legion Scout Group,"$8,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$8,000.00"
Aldergrove,Shortreed Community School P.A.C.,"$7,340.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$7,340.00"
Aldergrove,Special Olympics British Columbia Society - Langley,"$20,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$20,000.00"
Aldergrove,The Aldergrove Veterans and Seniors Society,"$12,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$12,000.00"
Aldergrove,Valley Therapeutic Equestrian Association,"$60,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$60,000.00"
Aldergrove Total,,"$318,380.00",$0.00,$0.00,"$40,728.49",$0.00,$0.00,$595.00,"$359,703.49"
Alert Bay,Alert Bay Elementary School P.A.C.,"$1,240.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$1,240.00"
Alert Bay,Alert Bay Lions Club,$0.00,$0.00,"$6,988.93",$0.00,$0.00,$0.00,$0.00,"$6,988.93"
Alert Bay,U'mista Cultural Society,"$25,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$25,000.00"
Alert Bay Total,,"$26,240.00",$0.00,"$6,988.93",$0.00,$0.00,$0.00,$0.00,"$33,228.93"
Anmore,Anmore Elementary School P.A.C.,"$3,260.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$3,260.00"
Anmore,Eagle Mountain Middle School PAC,$0.00,$0.00,$0.00,"$9,547.48",$0.00,$0.00,$0.00,"$9,547.48"
Anmore,Friendly Forest Preschool Association,"$6,987.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$6,987.00"
Anmore,Kateslem Youth Society,"$50,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$50,000.00"
Anmore,Scouts Canada - 1st Anmore,"$8,100.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$8,100.00"
