100 Mile House,South Cariboo Search & Rescue Society,"$40,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$40,000.00",,
100 Mile House,West Coast Blind Curling Association,"$8,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$8,000.00",,
100 Mile House Total,,"$448,680.00",$0.00,$0.00,"$18,007.33","$31,190.28",$0.00,$0.00,$0.00,"$497,877.61",,
108 Mile Ranch,100 Mile House & District Historical Society,"$21,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$21,000.00",,
108 Mile Ranch,Crime Stoppers of the South Cariboo Society,$0.00,$0.00,$0.00,$0.00,"$1,105.49",$0.00,$0.00,$0.00,"$1,105.49",,
108 Mile Ranch,Mile 108 Elementary PAC,"$4,040.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$4,040.00",,
108 Mile Ranch Total,,"$25,040.00",$0.00,$0.00,$0.00,"$1,105.49",$0.00,$0.00,$0.00,"$26,145.49",,
150 Mile House,150 Mile House Elementary School PAC,"$5,840.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$5,840.00",,
150 Mile House,Miocene Community Club,$0.00,$0.00,$0.00,$235.36,$0.00,$0.00,$0.00,$0.00,$235.36,,
150 Mile House Total,,"$5,840.00",$0.00,$0.00,$235.36,$0.00,$0.00,$0.00,$0.00,"$6,075.36",,
70 Mile House,70 Mile Community Club,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$1,577.99","$1,577.99",,
70 Mile House,70 Mile House Volunteer Firefighters Association,$0.00,$0.00,$0.00,"$1,065.39",$128.60,$0.00,$0.00,"$5,424.00","$6,617.99",,
70 Mile House,Watch Lake-Green Lake Community Association,$0.00,$0.00,$0.00,$0.00,$630.00,$0.00,$0.00,$0.00,$630.00,,
70 Mile House,Watch Lake-North Green Lake Volunteer Fire Department,"$69,378.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$69,378.00",,
70 Mile House Total,,"$69,378.00",$0.00,$0.00,"$1,065.39",$758.60,$0.00,$0.00,"$7,001.99","$78,203.98",,
Abbotsford,861 SilverFox Army Cadet League Parent Sponsoring Committee,$0.00,$0.00,$0.00,$0.00,$440.00,$0.00,$0.00,$0.00,$440.00,,
Abbotsford,"861 Silverfox Sponsoring Committee, ACL of C",$0.00,$0.00,$0.00,$0.00,$474.00,$0.00,$0.00,$0.00,$474.00,,
Abbotsford,Abbotsford Agrifair,"$80,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$80,000.00",,
Abbotsford,Abbotsford Alano Club Society,"$81,000.00",$0.00,$0.00,$0.00,-$108.86,$0.00,$0.00,$0.00,"$80,891.14",,
Abbotsford,Abbotsford Arts Council,"$20,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$20,000.00",,
Abbotsford,Abbotsford BMX Society,"$33,500.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$33,500.00",,
Abbotsford,Abbotsford Collegiate PAC,"$17,980.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$17,980.00",,
Abbotsford,Abbotsford Community Services,"$203,000.00",$0.00,$0.00,$0.00,$832.99,$0.00,$0.00,$0.00,"$203,832.99",,
Abbotsford,Abbotsford Curling Club,"$26,080.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$26,080.00",,
Abbotsford,Abbotsford District 4-H Council,"$10,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$10,000.00",,
Abbotsford,Abbotsford Female Hockey Association,"$26,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$26,000.00",,
Abbotsford,Abbotsford Heat Foundation,$0.00,$0.00,$0.00,$0.00,"$76,388.00",$0.00,$0.00,$0.00,"$76,388.00",,
Abbotsford,Abbotsford Hospice Society,"$140,000.00",$0.00,$0.00,$0.00,"$4,455.00",$0.00,$0.00,$0.00,"$144,455.00",,
Abbotsford,Abbotsford International Airshow Society,"$50,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$50,000.00",,
Abbotsford,Abbotsford Judo Club,"$33,200.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$33,200.00",,
Abbotsford,Abbotsford Learning Plus Society,"$5,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$5,000.00",,
Abbotsford,Abbotsford Middle School PAC,"$10,020.00",$0.00,$0.00,$0.00,$597.62,$0.00,$0.00,$0.00,"$10,617.62",,
Abbotsford,Abbotsford Minor Fastball Association,"$24,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$24,000.00",,
Abbotsford,Abbotsford Minor Hockey Association,$0.00,$0.00,$0.00,$0.00,"$8,049.95",$0.00,$0.00,$0.00,"$8,049.95",,
Abbotsford,Abbotsford Peer Support for Seniors,"$31,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$31,000.00",,
Abbotsford,Abbotsford Restorative Justice and Advocacy Association,"$70,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$70,000.00",,
Abbotsford,Abbotsford Rugby Football Club Society,"$12,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$12,000.00",,
Abbotsford,Abbotsford School of Integrated Arts PAC,"$8,300.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$8,300.00",,
Abbotsford,Abbotsford Skating Club,"$29,925.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$29,925.00",,
Abbotsford,Abbotsford Soccer Association,"$79,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$79,000.00",,
Abbotsford,Abbotsford Traditional Middle School PAC,"$8,960.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$8,960.00",,
Abbotsford,Abbotsford Traditional Secondary School PAC,"$10,740.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$10,740.00",,
Abbotsford,Abbotsford Virtual School PAC,"$13,380.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$13,380.00",,
Abbotsford,Abbotsford Youth Commission,"$83,500.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$83,500.00",,
Abbotsford,AbbyFest Multicultural Society,$0.00,$0.00,"$3,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,"$3,000.00",,
Abbotsford,Aberdeen Elementary School P.A.C.,"$3,320.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$3,320.00",,
Abbotsford,Alexander Elementary School P.A.C.,"$3,240.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$3,240.00",,
Abbotsford,Auguston Traditional Elementary School PAC,"$6,900.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$6,900.00",,
Abbotsford,Bakerview Centre for Learning Parent Advisory Council,"$5,340.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$5,340.00",,
Abbotsford,Barrowtown Elementary School PAC,"$1,540.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$1,540.00",,
Abbotsford,BC Old Time Fiddlers Association Branch #4,$0.00,$0.00,$0.00,$0.00,$296.05,$0.00,$0.00,$0.00,$296.05,,
Abbotsford,BC Schizophrenia Society - Abbotsford Branch,"$9,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$9,000.00",,
Abbotsford,BC SPCA - Abbotsford,$0.00,$0.00,$0.00,$0.00,$154.00,$0.00,$0.00,$0.00,$154.00,,
Abbotsford,Big Brothers Big Sisters of the Fraser Valley,"$225,000.00",$0.00,$0.00,$0.00,"$4,897.49",$0.00,$0.00,$0.00,"$229,897.49",,
Abbotsford,Blue Jay Elementary PAC,"$7,720.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$7,720.00",,
Abbotsford,Bradner Elementary PAC,"$2,960.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$2,960.00",,
Abbotsford,British Columbia Aviation Council,$0.00,$0.00,$0.00,$0.00,$516.55,$0.00,$0.00,$0.00,$516.55,,
Abbotsford,British Columbia Speed Skating Association,"$89,500.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$89,500.00",,
Abbotsford,British Columbia Yukon Rope Skipping Association,"$5,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$5,000.00",,
Abbotsford,Centennial Park Elementary School PAC,"$4,220.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$4,220.00",,
Abbotsford,Central Fraser Valley Search and Rescue Society,"$80,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$80,000.00",,
Abbotsford,Chief Dan George Middle School P.A.C.,"$11,500.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$11,500.00",,
Abbotsford,Circle F Horse Rescue Society,"$5,000.00",$0.00,$0.00,$0.00,"$1,165.74",$0.00,$0.00,$0.00,"$6,165.74",,
Abbotsford,Clayburn Middle School P.A.C.,"$11,100.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$11,100.00",,
Abbotsford,Clearbrook Elementary PAC,"$9,340.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$9,340.00",,
Abbotsford,Colleen and Gordie Howe Middle School PAC,"$8,960.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$8,960.00",,
Abbotsford,Creative Centre Society for Mental Wellness,"$12,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$12,000.00",,
Abbotsford,Dasmesh Parent Support Group,"$12,920.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$12,920.00",,
Abbotsford,Dave Kandal Elementary PAC,"$5,800.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$5,800.00",,
Abbotsford,District Parent Advisory Council S.D. #34 - Abbotsford,"$2,500.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$2,500.00",,
Abbotsford,Dormick Park Elementary School PAC,"$4,360.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$4,360.00",,
Abbotsford,Dr. Roberta Bondar Elementary School PAC,"$5,200.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$5,200.00",,
Abbotsford,Dr. Thomas A. Swift Elementary School PAC,"$5,720.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$5,720.00",,
Abbotsford,"Ducks Unlimited Canada, Abbotsford Chapter - CFG",$0.00,$0.00,$0.00,$0.00,"$4,070.93",$0.00,$0.00,$0.00,"$4,070.93",,
Abbotsford,Eugene Reimer Middle School P.A.C.,"$8,940.00",$0.00,$0.00,$0.00,$21.25,$0.00,$0.00,$0.00,"$8,961.25",,
Abbotsford,Fraser Valley Brain Injury Association,"$60,000.00",$0.00,$0.00,$0.00,"$6,212.97",$0.00,$0.00,$0.00,"$66,212.97",,
Abbotsford,Fraser Valley Child Development (1982) Society,"$160,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$160,000.00",,
Abbotsford,Fraser Valley Community Charitable Gaming Association,"$25,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$25,000.00",,
Abbotsford,Fraser Valley Rowing Club,"$5,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$5,000.00",,
Abbotsford,Fraser Valley Watercolour Society,"$2,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$2,000.00",,
Abbotsford,Fraternal Order of Eagles #2726 - Ladies Auxiliary,$0.00,$0.00,$0.00,$0.00,"$3,984.85",$0.00,$0.00,$0.00,"$3,984.85",,
Abbotsford,Godson Elementary School PAC,"$6,900.00",$0.00,$0.00,$0.00,$496.99,$0.00,$0.00,$0.00,"$7,396.99",,
Abbotsford,Hand In Hand Child Care Society,"$85,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$85,000.00",,
Abbotsford,Jackson Elementary School PAC,"$3,860.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$3,860.00",,
Abbotsford,John Howard Society of the Fraser Valley,"$65,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$65,000.00",,
Abbotsford,Karen Laliberte Community Fundraising Group,$0.00,$0.00,$0.00,$0.00,$149.99,$0.00,$0.00,$0.00,$149.99,,
Abbotsford,Khalsa Diwan Society of Abbotsford,$0.00,$0.00,"$2,500.00",$0.00,$0.00,$0.00,$0.00,$0.00,"$2,500.00",,
Abbotsford,King Traditional Elementary School PAC,"$7,180.00",$0.00,$0.00,$0.00,"$9,385.38",$0.00,$0.00,$0.00,"$16,565.38",,
Abbotsford,Kinsmen Club of Abbotsford,"$8,500.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$8,500.00",,
Abbotsford,Kiwanis Club of Abbotsford,"$24,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$24,000.00",,
Abbotsford,Kiwanis Club of Clearbrook,"$41,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$41,000.00",,
Abbotsford,L.I.F.E. Recovery Association,"$50,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$50,000.00",,
Abbotsford,Lions Club of Abbotsford,"$14,300.00",$0.00,$0.00,$0.00,"$75,389.16",$0.00,$0.00,"$14,114.73","$103,803.89",,
Abbotsford,Lions Club of Aldergrove,"$19,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$19,000.00",,
Abbotsford,Margaret Stenersen Elementary School P.A.C.,"$7,700.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$7,700.00",,
Abbotsford,Matsqui Abbotsford Impact Society,"$36,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$36,000.00",,
Abbotsford,Matsqui Blades Speed Skating Association,"$5,475.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$5,475.00",,
Abbotsford,Matsqui Elementary School PAC,"$3,320.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$3,320.00",,
Abbotsford,"Matsqui, Sumas, Abbotsford Museum Society","$40,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$40,000.00",,
Abbotsford,McMillan Elementary School PAC,"$8,040.00",$0.00,$0.00,$0.00,"$4,649.00",$0.00,$0.00,$0.00,"$12,689.00",,
Abbotsford,Mountain Elementary School P.A.C.,"$6,900.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$6,900.00",,
Abbotsford,MSA Society for Community Living,"$45,500.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$45,500.00",,
Abbotsford,Mt Lehman Elementary School PAC,"$2,100.00",$0.00,$0.00,$0.00,"$3,902.80",$0.00,$0.00,$0.00,"$6,002.80",,
Abbotsford,"Multiple Sclerosis Society of Canada, Fraser Valley Chapter","$18,130.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$18,130.00",,
Abbotsford,North Poplar Fine Arts School PAC,"$7,860.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$7,860.00",,
Abbotsford,Optimist Club of Abbotsford,"$15,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$15,000.00",,
Abbotsford,Pacific Steelers Female Hockey Association,"$15,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$15,000.00",,
Abbotsford,PacificSport Regional Sport Centre - Fraser Valley Society,"$105,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$105,000.00",,
Abbotsford,Psalm 23 Transition Society,"$35,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$35,000.00",,
Abbotsford,RBC Dominion Securities Pro-Am Charity Golf Classic Community Fundraising Group,$0.00,$0.00,$0.00,$0.00,"$3,764.16",$0.00,$0.00,$0.00,"$3,764.16",,
Abbotsford,Rick Hansen Secondary School PAC,"$16,060.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$16,060.00",,
Abbotsford,Robert Bateman Secondary School PAC,"$19,340.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$19,340.00",,
Abbotsford,Ross Elementary School PAC,"$4,420.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$4,420.00",,
Abbotsford,Rotary Club of Abbotsford,"$15,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$15,000.00",,
Abbotsford,Rotary Club of Abbotsford Sumas,"$11,500.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$11,500.00",,
Abbotsford,Sandy Hill Elementary School PAC,"$10,180.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$10,180.00",,
Abbotsford,Scouts Canada-2nd Abbotsford,"$9,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$9,000.00",,
Abbotsford,Seniors Healthy Aging Resource Environment Society (SHARES),"$24,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$24,000.00",,
Abbotsford,Shrine Club #40 - Abbotsford,"$32,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$32,000.00",,
Abbotsford,Soroptimist International Abbotsford Mission,"$36,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$36,000.00",,
Abbotsford,South Poplar Traditional School PAC,"$5,520.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$5,520.00",,
Abbotsford,St. James Elementary Parent Support Group,"$4,300.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$4,300.00",,
Abbotsford,St. John Brebeuf Parent Support Group,"$7,220.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$7,220.00",,
Abbotsford,St. John Society (BC and Yukon) - Abbotsford Branch,"$10,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$10,000.00",,
Abbotsford,Ten Broeck Elementary School PAC,"$6,600.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$6,600.00",,
Abbotsford,Terry Fox Elementary PAC,"$4,580.00",$0.00,$0.00,$0.00,$691.52,$0.00,$0.00,$0.00,"$5,271.52",,
Abbotsford,The Abbotsford Whalers Summer Swim Club,"$37,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$37,000.00",,
Abbotsford,The Center for Epilepsy and Seizure Education British Columbia,"$200,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$200,000.00",,
Abbotsford,Twisters Gymnastics Club,"$60,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$60,000.00",,
Abbotsford,Upper Fraser Valley Developmental Preschool Society,"$16,800.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$16,800.00",,
Abbotsford,Upper Sumas Elementary PAC,"$4,940.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$4,940.00",,
Abbotsford,Valley Royals Track and Field Club,"$15,650.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$15,650.00",,
Abbotsford,W.A. Fraser Middle School - PAC,"$13,320.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$13,320.00",,
Abbotsford,W.J. Mouat Secondary School P.A.C.,"$29,420.00",$0.00,$0.00,$0.00,"$9,450.00",$0.00,$0.00,$0.00,"$38,870.00",,
Abbotsford,West Abbotsford Community School Society,"$30,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$30,000.00",,
Abbotsford,Yale Secondary School Parents Association,"$24,860.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$24,860.00",,
Abbotsford Total,,"$3,229,140.00",$0.00,"$5,500.00",$0.00,"$220,327.53",$0.00,$0.00,"$14,114.73","$3,469,082.26",,
Agassiz,Agassiz Agricultural & Horticultural Association,$0.00,$0.00,$0.00,"$12,342.44",$0.00,$0.00,$0.00,$0.00,"$12,342.44",,
Agassiz,Agassiz Elementary  Secondary School PAC,"$7,480.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$7,480.00",,
Agassiz,Agassiz Harrison Aquanauts Swim Club,"$13,000.00",$0.00,$0.00,$0.00,$451.56,$0.00,$0.00,$0.00,"$13,451.56",,
Agassiz,Agassiz Harrison Community Services,"$48,500.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$48,500.00",,
Agassiz,Agassiz Harrison Historical Society,"$5,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$5,000.00",,
Agassiz,Agassiz-Harrison Lions Club,$0.00,$0.00,$0.00,$189.59,$0.00,$0.00,$0.00,$0.00,$189.59,,
Agassiz,Kent Elementary School PAC,"$5,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$5,000.00",,
Agassiz,Kent Raceways Society CFG,$0.00,$0.00,$0.00,$0.00,"$5,116.40",$0.00,$0.00,$0.00,"$5,116.40",,
Agassiz,Scouts Canada - 1st Agassiz,"$2,500.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$2,500.00",,
Agassiz Total,,"$81,480.00",$0.00,$0.00,"$12,532.03","$5,567.96",$0.00,$0.00,$0.00,"$99,579.99",,
Aldergrove,Aldergrove Community Secondary School PAC,"$13,160.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$13,160.00",,
Aldergrove,Aldergrove Figure Skating Club,"$24,325.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$24,325.00",,
Aldergrove,Aldergrove Minor Baseball Association,"$11,900.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$11,900.00",,
Aldergrove,Aldergrove Minor Hockey Association,"$61,425.00",$0.00,$0.00,$0.00,"$1,334.80",$0.00,$0.00,$0.00,"$62,759.80",,
Aldergrove,Aldergrove Neighbourhood Services Society,"$20,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$20,000.00",,
Aldergrove,Aldergrove Soccer Society,"$31,500.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$31,500.00",,
Aldergrove,Betty Gilbert School PAC,"$8,220.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$8,220.00",,
Aldergrove,Catholic Women's League St Ann's,"$22,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$22,000.00",,
Aldergrove,Coghlan Fundamental School PAC,"$4,600.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$4,600.00",,
Aldergrove,Fibromyalgia Well Spring Foundation,$0.00,$0.00,$0.00,$0.00,"$1,372.16",$0.00,$0.00,$0.00,"$1,372.16",,
